sortable_name,id,Disc1,Disc2,Disc3,Disc4,Disc5,Disc6,Disc7,Disc8,Disc9,Disc10,Disc11,Disc12,Disc13,Disc14,Disc15,SeekFind1,SeekFind2,SeekFind3,SeekFind4,SeekFind5,SeekFind6,SeekFind7,SeekFind8,SeekFind9,SeekFind10,SeekFind11,SeekFind12,SeekFind13,SeekFind14,SeekFind15
"Mowry, Marge",5615,"(50, 31, [(1515, 0), (1399, 0), (121, 0), (85, 0), (87, 0)])","(40, 61, [(337, 1), (132, 0), (150, 0), (146, 0), (139, 0), (141, 0)])","(50, 20, [(1358, 1), (91, 0), (104, 0)])","(50, 5, [(1626, 0), (85, 0), (141, 0), (103, 0)])","(0, 0, [])","(0, 0, [])","(50, 30, [(1858, 0), (105, 0), (105, 0), (97, 0)])","(50, 29, [(1103, 0), (687, 0)])","(0, 0, [])","(50, 9, [(1646, 0), (1486, 0), (145, 0), (104, 0), (87, 0)])","(0, 0, [])","(0, 0, [])","(40, 54, [(1654, 0), (131, 0), (90, 0), (113, 0), (147, 0)])","(0, 0, [])","(40, 38, [(1227, 0), (148, 0), (97, 0), (82, 0), (108, 0)])","(0, 0, [])","(40, -42, [(1720, 0), (95, 0), (112, 0), (97, 0), (149, 0)])","(50, -26, [(1585, 1), (96, 0), (136, 0)])","(50, 50, [(466, 0), (98, 0)])","(0, 0, [])","(50, -33, [(1492, 1), (98, 0), (87, 0)])","(40, -40, [(1663, 2), (146, 0)])","(40, 51, [(1578, 1), (108, 0), (140, 0)])","(50, 3, [(1576, 0), (129, 0), (80, 0)])","(0, 0, [])","(40, 48, [(1557, 1), (131, 0)])","(0, 0, [])","(50, -13, [(1819, 1), (141, 0)])","(40, 21, [(1333, 0), (134, 0), (89, 0)])","(40, 71, [(1878, 0), (145, 0), (97, 0)])"
"Nass, Natividad",5362,"(40, 31, [(2424, 0), (1776, 0), (95, 0), (132, 0), (108, 0), (111, 0), (95, 0), (148, 0), (123, 0)])","(50, -8, [(930, 1), (145, 0), (84, 0), (139, 0)])","(50, 72, [(2170, 0), (121, 0), (121, 0), (96, 0), (143, 0), (124, 0), (108, 0)])","(0, 0, [])","(50, 64, [(2488, 0), (85, 0), (140, 0), (108, 0), (90, 0), (91, 0)])","(40, 11, [(2120, 0), (97, 0), (122, 0), (94, 0), (139, 0), (84, 0), (107, 0)])","(0, 0, [])","(50, -16, [(2000, 0), (129, 0), (104, 0), (136, 0), (81, 0), (136, 0)])","(0, 0, [])","(50, 25, [(2182, 0), (93, 0), (87, 0), (138, 0), (146, 0), (141, 0), (97, 0), (134, 0)])","(50, 22, [(1042, 0)])","(40, 63, [(2146, 0), (121, 0), (128, 0), (141, 0)])","(50, 53, [(2184, 1), (95, 0), (105, 0), (101, 0), (133, 0), (131, 0), (130, 0), (103, 0), (83, 0), (94, 0)])","(50, -20, [(2318, 0), (100, 0), (150, 0), (136, 0)])","(50, 56, [(1885, 1), (89, 0), (121, 0), (80, 0)])","(50, 56, [(2069, 1), (127, 0), (108, 0), (115, 0), (143, 0)])","(50, 33, [(2168, 1), (105, 0), (105, 0)])","(0, 0, [])","(0, 0, [])","(0, 0, [])","(50, -44, [(2331, 3), (108, 0)])","(50, 13, [(1743, 3), (101, 0), (86, 0), (130, 0)])","(50, -40, [(2935, 2), (136, 0)])","(0, 0, [])","(50, 62, [(2333, 1), (133, 0), (98, 0), (146, 0)])","(50, 43, [(2392, 2), (102, 0), (122, 0), (82, 0)])","(50, -38, [(2100, 1)])","(50, 33, [(2235, 1), (131, 0)])","(40, -23, [(2286, 3), (143, 0)])","(50, 57, [(2748, 1), (149, 0), (126, 0)])"
"Reams, Roslyn",2267,"(50, -16, [(3206, 0), (2594, 0), (3113, 0), (80, 0), (107, 0), (81, 0), (137, 0), (98, 0), (108, 0), (98, 0), (110, 0), (87, 0), (137, 0), (106, 0)])","(40, -47, [(1416, 0), (126, 0), (126, 0), (142, 0), (130, 0), (101, 0)])","(50, -12, [(2989, 0), (791, 0), (87, 0), (129, 0), (100, 0), (126, 0), (132, 0), (105, 0), (117, 0), (104, 0)])","(50, -42, [(2888, 0), (2831, 0), (139, 0), (130, 0), (129, 0), (146, 0), (126, 0), (121, 0), (94, 0)])","(50, 70, [(3062, 0), (137, 0), (143, 0), (99, 0), (135, 0), (84, 0), (112, 0), (100, 0), (131, 0), (104, 0)])","(50, -29, [(2867, 0), (2282, 0), (3281, 0), (80, 0), (119, 0), (137, 0), (85, 0), (134, 0), (110, 0), (131, 0), (141, 0), (123, 0)])","(50, 4, [(2861, 0), (128, 0), (148, 0), (122, 0), (125, 0), (88, 0)])","(50, -42, [(2612, 0), (113, 0)])","(50, -34, [(3026, 0), (2912, 0), (103, 0), (118, 0), (100, 0), (80, 0), (147, 0), (130, 0)])","(50, -47, [(3033, 0), (123, 0), (110, 0), (82, 0), (92, 0), (123, 0), (88, 0)])","(50, -31, [(829, 0), (123, 0), (97, 0), (134, 0), (135, 0), (97, 0)])","(50, -23, [(3137, 0), (119, 0), (130, 0), (140, 0), (91, 0), (138, 0), (95, 0), (103, 0), (140, 0)])","(50, -6, [(3187, 0), (3010, 0), (104, 0), (80, 0), (124, 0), (101, 0), (146, 0), (105, 0)])","(50, -43, [(2950, 0), (128, 0), (122, 0), (104, 0), (86, 0), (118, 0), (136, 0)])","(40, -23, [(2757, 0), (136, 0), (129, 0), (138, 0), (146, 0), (102, 0)])","(50, -33, [(2550, 3), (91, 0), (102, 0), (120, 0), (85, 0)])","(50, -13, [(2537, 3), (147, 0), (122, 0), (120, 0), (104, 0), (139, 0), (109, 0), (103, 0), (89, 0)])","(50, -14, [(3403, 0), (141, 0), (84, 0)])","(50, -31, [(948, 0), (105, 0), (105, 0)])","(50, -5, [(3113, 1), (119, 0), (107, 0)])","(50, -4, [(2910, 1), (112, 0), (118, 0), (115, 0)])","(50, -37, [(2589, 0), (127, 0)])","(50, 32, [(3978, 0), (97, 0), (104, 0)])","(50, -12, [(3113, 0), (125, 0)])","(50, -23, [(3078, 1), (86, 0), (110, 0)])","(50, -36, [(2917, 0), (89, 0), (144, 0), (150, 0)])","(50, -36, [(2947, 0), (148, 0), (150, 0), (146, 0), (140, 0)])","(50, -2, [(3506, 1), (112, 0), (109, 0), (80, 0)])","(50, -20, [(3315, 0), (110, 0), (81, 0)])","(50, 40, [(3557, 1)])"
"Riffel, Reiko",1310,"(50, -9, [(795, 0), (664, 0), (1022, 0), (122, 0), (133, 0)])","(40, 47, [(618, 0), (120, 0), (148, 0), (88, 0), (117, 0), (102, 0), (80, 0)])","(50, 16, [(1178, 0)])","(0, 0, [])","(40, -27, [(574, 0)])","(0, 0, [])","(40, -15, [(1019, 0), (1021, 0), (962, 0)])","(50, -27, [(1124, 0), (494, 0)])","(50, -2, [(1032, 0)])","(0, 0, [])","(50, -15, [(253, 0), (116, 0)])","(50, -36, [(887, 0), (1009, 0)])","(0, 0, [])","(0, 0, [])","(50, -30, [(1229, 0)])","(40, -41, [(722, 0)])","(40, -30, [(1229, 1), (95, 0)])","(0, 0, [])","(0, 0, [])","(0, 0, [])","(50, 43, [(1007, 0), (108, 0), (135, 0)])","(30, -4, [(715, 0)])","(40, -38, [(1374, 1)])","(40, -36, [(954, 0), (143, 0), (114, 0)])","(30, 32, [(1095, 0), (129, 0)])","(40, -34, [(823, 1), (139, 0), (103, 0), (120, 0)])","(30, -34, [(584, 1)])","(40, -47, [(1267, 1)])","(0, 0, [])","(40, -43, [(1224, 0)])"
"Robidoux, Ressie",2089,"(50, -35, [(2115, 1), (1325, 0), (130, 0), (138, 0), (102, 0), (146, 0), (147, 0), (96, 0), (136, 0)])","(50, -33, [(609, 0), (107, 0), (126, 0)])","(50, -24, [(1940, 0), (128, 0), (93, 0), (108, 0)])","(50, -28, [(1662, 0), (107, 0), (84, 0), (129, 0), (100, 0), (119, 0)])","(50, -11, [(1897, 0), (129, 0)])","(50, -36, [(1921, 0)])","(50, -17, [(2142, 0), (109, 0), (111, 0)])","(40, -31, [(1364, 0), (147, 0), (93, 0)])","(40, -47, [(1978, 0)])","(50, -23, [(1865, 0), (1951, 0), (85, 0), (136, 0)])","(50, -42, [(771, 0), (107, 0), (84, 0), (145, 0)])","(50, -23, [(2035, 0), (110, 0), (128, 0), (109, 0)])","(50, -4, [(2111, 0), (99, 0), (114, 0), (128, 0), (127, 0), (95, 0), (85, 0)])","(50, -16, [(1890, 0), (1671, 0), (94, 0), (95, 0), (93, 0)])","(50, -34, [(1824, 0), (1916, 0), (89, 0), (97, 0), (96, 0), (104, 0)])","(50, -6, [(1638, 1), (103, 0), (109, 0)])","(50, -34, [(2165, 1)])","(50, -46, [(2163, 1), (134, 0)])","(50, -44, [(511, 0)])","(40, -35, [(2158, 3), (96, 0), (147, 0), (104, 0), (117, 0)])","(50, -22, [(1640, 1), (124, 0), (136, 0), (150, 0)])","(40, -24, [(1719, 1), (116, 0)])","(50, -15, [(2574, 1), (139, 0), (94, 0)])","(50, -4, [(1985, 1), (114, 0), (102, 0)])","(50, -21, [(2132, 0), (141, 0)])","(50, -8, [(2169, 3)])","(50, -24, [(1965, 1), (149, 0)])","(50, -7, [(1999, 1), (80, 0), (113, 0), (111, 0)])","(50, -12, [(2330, 2), (86, 0)])","(50, -26, [(1926, 1), (127, 0), (123, 0)])"
"Ryles, Rosa",2917,"(40, -23, [(1054, 0), (110, 0), (109, 0)])","(50, -16, [(539, 0), (330, 0), (86, 0), (129, 0)])","(40, -16, [(1004, 0), (239, 0), (126, 0)])","(0, 0, [])","(50, 11, [(608, 0), (111, 0), (99, 0), (105, 0)])","(0, 0, [])","(50, 60, [(650, 0), (118, 0)])","(50, -38, [(273, 0), (4, 0)])","(50, 59, [(556, 0)])","(40, -15, [(215, 0), (802, 0), (107, 0), (91, 0), (142, 0), (113, 0), (90, 0)])","(40, -33, [(138, 0), (132, 0)])","(40, 66, [(681, 0), (148, 0), (146, 0)])","(0, 0, [])","(30, -13, [(941, 0), (376, 0), (749, 0)])","(40, 39, [(639, 0), (185, 0), (806, 0)])","(0, 0, [])","(30, -1, [(354, 1), (92, 0), (123, 0), (140, 0)])","(30, -7, [(434, 0)])","(50, -26, [(513, 0)])","(40, -42, [(68, 0), (121, 0)])","(40, -35, [(348, 3), (129, 0), (90, 0)])","(40, -42, [(584, 3)])","(40, 13, [(680, 0)])","(40, -20, [(802, 0), (104, 0), (93, 0)])","(0, 0, [])","(30, -10, [(732, 0)])","(50, 20, [(881, 1)])","(40, 3, [(935, 0), (89, 0)])","(0, 0, [])","(40, -36, [(541, 0)])"
"Scutt, Sydney",4090,"(30, 68, [(1455, 0), (102, 0), (147, 0), (135, 0), (118, 0), (96, 0), (107, 0)])","(40, 72, [(825, 0), (147, 0), (126, 0), (147, 0), (135, 0), (109, 0)])","(30, -1, [(1540, 0), (103, 0), (150, 0), (142, 0), (82, 0)])","(40, -25, [(1323, 0), (1507, 0), (1396, 0), (143, 0), (110, 0), (84, 0), (102, 0)])","(40, 5, [(1720, 0), (97, 0)])","(40, 2, [(1398, 0), (1495, 0), (1595, 0), (99, 0), (124, 0), (94, 0)])","(50, 47, [(1471, 0), (1894, 0), (125, 0)])","(40, 27, [(1703, 0), (1109, 0), (105, 0), (90, 0), (126, 0), (127, 0), (94, 0)])","(40, 35, [(1419, 0), (140, 0), (92, 0), (149, 0)])","(50, -12, [(1501, 0), (1499, 0), (142, 0), (87, 0)])","(50, -16, [(817, 0), (143, 0), (117, 0)])","(40, -34, [(1518, 3), (147, 0), (122, 0), (110, 0)])","(50, -10, [(1728, 0), (92, 0), (103, 0), (93, 0)])","(40, 43, [(1296, 0), (1411, 0), (1561, 0), (89, 0), (113, 0), (107, 0)])","(40, -2, [(1204, 0), (2044, 0), (118, 0), (113, 0), (139, 0)])","(40, 36, [(1712, 1), (128, 0), (84, 0)])","(40, 49, [(1628, 2), (98, 0), (125, 0)])","(40, -32, [(1586, 3), (136, 0)])","(30, 69, [(156, 0), (120, 0)])","(40, 5, [(1708, 0), (115, 0), (123, 0)])","(40, 66, [(1667, 2), (80, 0)])","(50, 71, [(1256, 1)])","(30, -26, [(1702, 1), (114, 0), (145, 0)])","(40, -4, [(1402, 2), (105, 0)])","(40, 4, [(1626, 1), (115, 0)])","(50, -23, [(1474, 1), (137, 0)])","(50, 56, [(1708, 0), (90, 0), (143, 0), (138, 0)])","(40, -4, [(1381, 1), (119, 0), (84, 0)])","(40, -23, [(1388, 1), (106, 0)])","(30, -41, [(1628, 1), (123, 0), (116, 0)])"
"Senger, Stephania",8421,"(0, 0, [])","(50, -34, [(681, 0)])","(50, -33, [(1621, 0), (143, 0), (86, 0), (109, 0)])","(0, 0, [])","(50, -12, [(1670, 0), (124, 0), (116, 0), (137, 0)])","(50, -9, [(1578, 1), (1387, 0), (110, 0), (112, 0), (126, 0), (128, 0)])","(0, 0, [])","(50, -40, [(1693, 1)])","(40, -39, [(1459, 0), (87, 0), (112, 0), (132, 0)])","(0, 0, [])","(0, 0, [])","(50, -5, [(1280, 0), (121, 0), (139, 0), (100, 0), (124, 0), (99, 0), (81, 0)])","(50, -14, [(1758, 2), (112, 0), (148, 0), (116, 0)])","(50, -7, [(1439, 0), (143, 0), (140, 0)])","(0, 0, [])","(50, -19, [(1161, 1), (145, 0)])","(50, -27, [(1185, 3), (93, 0), (96, 0)])","(40, -36, [(1616, 3), (112, 0)])","(50, -43, [(312, 1), (85, 0)])","(50, -39, [(1367, 1), (104, 0), (115, 0), (128, 0), (93, 0)])","(40, -37, [(1616, 1), (84, 0)])","(50, -8, [(1208, 1), (149, 0), (147, 0)])","(50, -35, [(1784, 2)])","(50, -10, [(1387, 1), (140, 0)])","(40, -46, [(1845, 1), (127, 0), (105, 0)])","(40, -27, [(1231, 1), (80, 0)])","(50, -27, [(1554, 1)])","(50, -9, [(1653, 3), (127, 0), (133, 0), (95, 0), (87, 0)])","(0, 0, [])","(0, 0, [])"
"Silversmith, Shavonne",3720,"(50, -38, [(1159, 0), (1183, 0), (124, 0), (113, 0), (89, 0)])","(50, -31, [(657, 0), (82, 0), (128, 0), (149, 0), (138, 0)])","(50, 44, [(1473, 0), (83, 0), (135, 0), (84, 0)])","(50, 71, [(1747, 1), (144, 0), (132, 0)])","(50, 69, [(1634, 0), (118, 0), (83, 0)])","(40, -14, [(1407, 2)])","(50, -24, [(1564, 0), (1914, 0), (88, 0)])","(50, 68, [(1090, 0), (121, 0), (125, 0)])","(50, -41, [(1372, 0), (134, 0), (129, 0), (124, 0), (101, 0)])","(50, 16, [(1214, 0), (137, 0), (122, 0), (95, 0), (86, 0)])","(50, -15, [(564, 0), (146, 0), (105, 0)])","(50, 40, [(1667, 1), (126, 0), (86, 0), (139, 0)])","(40, 31, [(1389, 0), (85, 0), (93, 0)])","(50, -29, [(1491, 0), (137, 0), (81, 0), (150, 0), (114, 0)])","(50, -44, [(1274, 0), (116, 0), (140, 0)])","(50, -31, [(1398, 1), (120, 0), (101, 0), (134, 0), (91, 0)])","(50, 52, [(1726, 1), (139, 0), (110, 0)])","(40, 63, [(1579, 1), (135, 0)])","(50, 60, [(472, 0), (98, 0), (144, 0), (88, 0)])","(50, 47, [(1319, 1)])","(50, -47, [(1559, 1), (94, 0)])","(50, -18, [(1250, 1), (105, 0)])","(40, -34, [(1490, 2), (147, 0)])","(50, 40, [(1465, 1), (147, 0)])","(40, 38, [(1606, 1), (85, 0)])","(50, -29, [(1906, 2), (114, 0), (140, 0)])","(50, 27, [(1494, 1), (94, 0), (84, 0), (80, 0), (135, 0), (144, 0)])","(50, -23, [(2060, 3), (103, 0)])","(50, 24, [(1740, 1), (139, 0), (84, 0), (115, 0)])","(50, 30, [(1708, 3), (136, 0)])"
"Sipes, Shonna",7021,"(50, -22, [(1516, 3), (84, 0), (87, 0), (146, 0), (133, 0)])","(30, -14, [(293, 1), (142, 0), (126, 0), (94, 0)])","(50, -19, [(1379, 0), (116, 0), (119, 0), (103, 0), (82, 0), (97, 0), (109, 0)])","(40, -17, [(1471, 0), (124, 0), (90, 0)])","(50, -17, [(1482, 1), (132, 0), (131, 0)])","(40, -35, [(1267, 1), (106, 0), (89, 0), (111, 0)])","(30, -41, [(1200, 0), (1731, 0), (104, 0), (110, 0), (148, 0)])","(40, -46, [(1271, 0)])","(50, -47, [(1078, 0), (80, 0), (134, 0)])","(30, -10, [(1061, 1), (138, 0), (124, 0)])","(50, -8, [(509, 0), (109, 0), (145, 0), (118, 0), (130, 0), (148, 0)])","(40, -42, [(1402, 0), (135, 0), (109, 0), (99, 0)])","(30, -15, [(1477, 0), (130, 0), (115, 0), (136, 0), (104, 0)])","(40, -39, [(1456, 0), (124, 0), (86, 0), (125, 0), (103, 0)])","(50, -11, [(1227, 0), (140, 0)])","(30, -34, [(1418, 1), (140, 0), (148, 0), (111, 0), (88, 0), (141, 0), (80, 0)])","(50, -10, [(1844, 1)])","(30, -5, [(1928, 2), (124, 0)])","(40, -26, [(846, 0), (97, 0)])","(40, -13, [(1770, 1), (133, 0), (114, 0), (123, 0), (105, 0), (85, 0)])","(40, -35, [(1521, 2), (98, 0), (82, 0), (140, 0)])","(40, -26, [(1384, 3), (95, 0), (111, 0)])","(50, -48, [(1621, 3), (117, 0), (103, 0)])","(50, -44, [(2141, 1), (133, 0)])","(50, -12, [(1530, 3), (92, 0), (122, 0)])","(50, -43, [(1209, 2), (128, 0)])","(30, -38, [(1345, 1), (98, 0)])","(40, -47, [(1279, 1), (114, 0), (146, 0)])","(40, -33, [(1678, 1), (96, 0), (84, 0), (148, 0)])","(50, -10, [(1906, 1), (96, 0), (93, 0), (87, 0)])"
"Smither, Synthia",1987,"(0, 0, [])","(0, 0, [])","(0, 0, [])","(40, -47, [(1369, 2), (84, 0), (112, 0), (129, 0)])","(40, -22, [(1426, 0), (128, 0)])","(30, -18, [(1454, 0), (93, 0), (121, 0), (139, 0), (114, 0)])","(40, -27, [(1518, 0), (123, 0), (88, 0), (139, 0)])","(40, -6, [(878, 0), (507, 0), (141, 0), (100, 0), (136, 0), (128, 0)])","(30, -31, [(1763, 0), (136, 0), (129, 0), (120, 0), (117, 0)])","(40, -23, [(1584, 0), (121, 0), (86, 0), (146, 0), (95, 0), (102, 0)])","(0, 0, [])","(50, -32, [(1496, 0), (135, 0), (126, 0), (116, 0)])","(0, 0, [])","(40, -40, [(1592, 1), (1104, 0), (149, 0), (146, 0), (119, 0), (103, 0)])","(0, 0, [])","(30, -16, [(1448, 1)])","(0, 0, [])","(40, -28, [(1466, 0)])","(0, 0, [])","(0, 0, [])","(30, -38, [(1225, 1)])","(0, 0, [])","(30, -20, [(2032, 3)])","(40, -2, [(1707, 1)])","(40, -29, [(1783, 0), (81, 0), (120, 0), (91, 0), (116, 0)])","(0, 0, [])","(40, -25, [(1235, 0), (113, 0), (111, 0)])","(40, -11, [(1293, 0)])","(40, -46, [(1617, 1), (97, 0)])","(0, 0, [])"
"Smock, Steven",3824,"(50, -20, [(1550, 0), (103, 0), (118, 0), (128, 0), (134, 0), (109, 0), (81, 0)])","(50, -37, [(638, 0), (114, 0), (132, 0), (105, 0), (82, 0)])","(0, 0, [])","(50, -28, [(1472, 1), (1349, 0), (120, 0), (131, 0), (119, 0)])","(40, -18, [(1597, 0), (104, 0)])","(0, 0, [])","(40, -18, [(1505, 0), (1889, 0), (142, 0), (148, 0), (119, 0)])","(50, -34, [(852, 0), (131, 0), (83, 0)])","(50, -39, [(1350, 0), (108, 0)])","(50, -43, [(1454, 0), (129, 0)])","(50, -46, [(908, 0), (95, 0), (109, 0)])","(50, -15, [(1767, 0), (101, 0)])","(0, 0, [])","(50, -23, [(1873, 3), (144, 0), (146, 0), (132, 0)])","(40, -35, [(1403, 0), (1451, 0)])","(50, -45, [(1318, 1)])","(50, -33, [(1589, 2)])","(50, -42, [(1845, 1), (90, 0)])","(50, -15, [(313, 0), (97, 0)])","(40, -23, [(1161, 1), (116, 0), (118, 0)])","(50, -15, [(1056, 1), (139, 0), (91, 0), (115, 0)])","(0, 0, [])","(50, -47, [(1746, 1), (92, 0), (118, 0)])","(40, -2, [(1357, 3), (107, 0)])","(50, -9, [(1653, 1), (119, 0)])","(50, -17, [(1619, 2), (92, 0), (86, 0)])","(40, -40, [(1275, 3), (101, 0), (97, 0)])","(40, -1, [(1497, 1), (148, 0)])","(50, -46, [(1788, 1)])","(40, -24, [(1718, 3), (122, 0)])"
"Soderquist, Socorro",2219,"(50, -33, [(1494, 0), (1096, 0), (110, 0), (114, 0), (149, 0), (115, 0)])","(50, -33, [(266, 1), (150, 0), (93, 0), (93, 0)])","(50, -2, [(1157, 2)])","(50, -32, [(1400, 0), (138, 0), (146, 0)])","(50, -46, [(1248, 0), (83, 0), (143, 0)])","(40, -27, [(1635, 0), (1632, 0), (117, 0), (141, 0), (95, 0), (83, 0), (135, 0)])","(50, -37, [(1635, 0), (114, 0), (137, 0), (147, 0)])","(40, -17, [(1492, 0), (112, 0)])","(50, 62, [(1392, 0), (140, 0), (106, 0)])","(50, 4, [(1581, 0), (90, 0), (110, 0)])","(50, -8, [(670, 0), (150, 0), (103, 0)])","(50, -20, [(1561, 3), (100, 0), (149, 0), (121, 0), (124, 0), (131, 0)])","(50, -48, [(1385, 0), (93, 0), (134, 0), (147, 0)])","(50, -1, [(1483, 0), (140, 0), (90, 0), (121, 0), (126, 0)])","(50, -36, [(1168, 1), (129, 0), (108, 0), (131, 0), (111, 0)])","(50, -38, [(1596, 2), (148, 0), (145, 0), (108, 0)])","(50, -9, [(1469, 3), (96, 0), (113, 0)])","(50, -27, [(1527, 1), (109, 0)])","(50, -39, [(700, 0), (86, 0), (136, 0), (85, 0)])","(50, -9, [(1485, 1), (110, 0), (124, 0)])","(50, -39, [(1315, 1), (112, 0)])","(40, -43, [(1086, 1), (109, 0), (81, 0), (126, 0), (141, 0)])","(50, -23, [(2141, 3), (94, 0)])","(50, -8, [(1535, 1), (103, 0), (89, 0)])","(50, -24, [(1521, 1), (141, 0), (137, 0)])","(50, -29, [(1181, 2)])","(50, -46, [(1520, 1), (104, 0), (150, 0), (127, 0)])","(50, -43, [(1768, 3), (91, 0)])","(50, -31, [(1508, 1), (83, 0)])","(40, -29, [(1792, 1)])"
"Stayer, Shonta",7074,"(50, -27, [(1537, 0), (127, 0), (143, 0), (111, 0)])","(30, -23, [(197, 2), (103, 0), (140, 0)])","(50, -22, [(1191, 0), (344, 0), (113, 0), (137, 0), (150, 0), (91, 0)])","(0, 0, [])","(30, -33, [(932, 0), (92, 0)])","(50, -31, [(1089, 1), (782, 0), (883, 0), (118, 0)])","(50, -1, [(1015, 0), (116, 0), (93, 0), (140, 0), (81, 0), (86, 0)])","(0, 0, [])","(0, 0, [])","(40, -41, [(1222, 0), (109, 0), (84, 0), (148, 0), (90, 0)])","(40, -14, [(799, 0), (142, 0), (131, 0), (84, 0)])","(40, -33, [(1228, 0)])","(50, -20, [(1625, 0), (110, 0), (105, 0), (82, 0), (110, 0), (142, 0)])","(30, -23, [(1012, 0), (99, 0)])","(0, 0, [])","(40, -40, [(1126, 1), (119, 0), (93, 0)])","(30, -45, [(876, 3), (133, 0), (125, 0), (125, 0)])","(0, 0, [])","(40, -26, [(178, 3)])","(30, -11, [(1207, 1), (87, 0)])","(40, -1, [(875, 1), (131, 0)])","(50, -44, [(1107, 1), (141, 0), (81, 0)])","(50, -16, [(1791, 1)])","(40, -23, [(1448, 2)])","(40, -5, [(1693, 0)])","(40, -21, [(997, 1)])","(30, -46, [(918, 0)])","(30, -29, [(888, 3)])","(0, 0, [])","(40, -46, [(1589, 2)])"
"Struthers, Suellen",5239,"(50, -20, [(2886, 0), (98, 0), (111, 0), (120, 0), (140, 0), (144, 0), (104, 0), (133, 0), (81, 0), (81, 0)])","(40, -22, [(980, 0), (1150, 0), (89, 0), (122, 0), (86, 0), (110, 0)])","(50, 1, [(2965, 0), (108, 0), (125, 0), (139, 0), (89, 0), (132, 0), (129, 0)])","(50, 38, [(2602, 1), (91, 0), (127, 0), (135, 0), (131, 0), (136, 0), (142, 0)])","(50, -40, [(3214, 1), (98, 0), (91, 0), (133, 0), (127, 0), (142, 0), (110, 0)])","(50, 10, [(2433, 0), (126, 0), (101, 0), (122, 0), (112, 0), (122, 0), (128, 0), (86, 0)])","(50, 62, [(2842, 0), (103, 0), (131, 0), (121, 0), (88, 0), (84, 0), (126, 0)])","(50, 36, [(2645, 0)])","(40, -38, [(3228, 0), (85, 0), (104, 0), (140, 0), (99, 0), (104, 0), (139, 0), (132, 0), (149, 0), (86, 0)])","(50, 57, [(2653, 1), (91, 0), (95, 0), (123, 0), (95, 0), (106, 0), (80, 0), (80, 0), (128, 0), (103, 0)])","(50, 34, [(697, 0), (119, 0), (122, 0), (82, 0), (133, 0), (123, 0)])","(50, -14, [(2798, 0), (138, 0), (147, 0), (145, 0), (84, 0), (146, 0), (148, 0)])","(50, 8, [(2971, 3), (123, 0), (121, 0), (136, 0), (119, 0)])","(40, -19, [(3201, 0), (97, 0), (120, 0), (143, 0), (108, 0)])","(50, -18, [(2710, 0), (3199, 0), (130, 0), (144, 0), (130, 0), (148, 0), (84, 0), (97, 0)])","(50, -41, [(2760, 2), (96, 0), (96, 0), (150, 0), (118, 0)])","(50, -22, [(3278, 2), (144, 0), (134, 0), (100, 0)])","(50, 5, [(3566, 3), (112, 0)])","(40, 36, [(963, 1), (85, 0), (118, 0), (131, 0)])","(50, -11, [(2701, 1), (141, 0), (126, 0), (137, 0), (116, 0)])","(50, 56, [(2285, 2), (128, 0), (90, 0), (115, 0), (137, 0)])","(50, -37, [(2391, 1), (89, 0), (97, 0)])","(50, -13, [(3889, 1), (139, 0), (121, 0)])","(50, 30, [(3131, 3), (117, 0)])","(50, -38, [(3602, 1), (133, 0), (95, 0), (138, 0)])","(50, -13, [(3431, 3), (83, 0), (114, 0)])","(50, -8, [(2906, 1), (107, 0), (124, 0)])","(40, 35, [(3272, 1), (90, 0), (105, 0)])","(50, 31, [(3312, 1), (141, 0), (80, 0), (146, 0), (86, 0), (136, 0), (83, 0)])","(50, 59, [(3451, 1), (100, 0), (144, 0), (105, 0)])"
